"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"KS","Symphyotrichum lateriflorum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum novae-angliae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum oblongifolium",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum ontarionis ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum oolentangiense",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum parviceps",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum patens ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum pilosum ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum praealtum ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum sericeum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum subulatum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum turbinellum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Symphyotrichum urophyllum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Taenidia integerrima",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Tephrosia virginiana",7,NA,NA,"c3","shrub",NA,"perennial",NA,NA,NA,NA,NA,NA,NA
"KS","Tetraneuris acaulis ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tetraneuris linearifolia ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tetraneuris scaposa ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Teucrium canadense ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Teucrium laciniatum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thalictrum dasycarpum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thalictrum dioicum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thalictrum thalictroides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thaspium barbinode",6,NA,NA,NA,"forb",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Thelesperma filifolium ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thelesperma megapotamicum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thelypteris palustris",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Thymophylla aurea ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tidestromia lanuginosa ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tilia americana ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Townsendia exscapa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Toxicodendron pubescens",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Toxicodendron radicans",0,"animal",NA,"c3","vine",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Toxicodendron rydbergii",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Toxicoscordion nuttallii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tradescantia bracteata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tradescantia occidentalis ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tradescantia ohiensis",5,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Tradescantia tharpii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tragia betonicifolia",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Tragia ramosa",6,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Trichostema brachiatum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tridens albescens",5,NA,NA,"c4","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Tridens flavus ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tridens muticus ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tridens strictus",6,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"KS","Trifolium carolinianum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Trifolium reflexum",10,NA,NA,"c3","forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Trifolium stoloniferum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triglochin maritima",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Trillium sessile",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Trillium viridescens",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Triodanis holzingeri",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triodanis lamprosperma",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triodanis leptocarpa",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triosteum angustifolium",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Triosteum aurantiacum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triosteum perfoliatum",4,NA,NA,"c3","forb",NA,"perennial",NA,NA,"semi-woody",NA,NA,NA,NA
"KS","Triphora trianthophoros ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Triplasis purpurea ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tripsacum dactyloides ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Tripterocalyx micranthus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Typha angustifolia",0,"water","seed","c3","forb","fast","perennial",NA,"no","herbaceous","low","medium","medium","low"
"KS","Typha domingensis",1,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,"high",NA,NA
"KS","Typha latifolia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Ulmus alata",4,"wind",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","low","low","high"
"KS","Ulmus americana",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Ulmus rubra",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Ulmus thomasii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Urtica chamaedryoides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Urtica dioica ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Utricularia gibba",6,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Utricularia vulgaris ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Uvularia grandiflora",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Uvularia sessilifolia",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vaccinium arboreum",8,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"KS","Vaccinium pallidum",8,NA,NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Vaccinium stamineum",8,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"KS","Valerianella radiata",2,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Veratrum virginicum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbena bracteata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbena hastata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbena simplex",2,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Verbena stricta",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbena urticifolia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbesina alternifolia",4,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Verbesina encelioides ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbesina helianthoides",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Verbesina virginica",6,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Vernonia arkansana",4,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Vernonia baldwinii ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vernonia fasciculata ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vernonia gigantea ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vernonia marginata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vernonia missurica",4,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"KS","Veronica americana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Veronica catenata",4,"animal","seed","c3","forb",NA,NA,NA,NA,"herbaceous","low",NA,"medium","low"
"KS","Veronica peregrina",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Veronicastrum virginicum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Cymopterus montanus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viburnum prunifolium",6,"animal",NA,"c3","woody","slow","perennial",NA,"yes","woody","high","low","low","high"
"KS","Viburnum rufidulum",5,"animal",NA,"c3","shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Vicia americana ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vicia ludoviciana ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola bicolor",0,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola nuttallii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola palmata",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Viola pedata",5,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Viola pedatifida",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola pubescens ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola sagittata ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola sororia ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Viola vallicola ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vitis acerifolia",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vitis aestivalis ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vitis cinerea ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vitis riparia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vitis vulpina",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Vulpia octoflora ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Wolffia borealis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Wolffia brasiliensis",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Wolffia columbiana",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Woodsia obtusa ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Woodsia oregana ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Xanthisma spinulosum var. glaberrimum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Xanthisma spinulosum var. spinulosum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Xanthium strumarium",0,"animal","seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,"low",NA,NA
"KS","Yucca arkansana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Yucca glauca",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Zannichellia palustris",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Zanthoxylum americanum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Zephyranthes chlorosolen",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Zinnia grandiflora",7,"wind",NA,NA,"shrub",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Zizia aurea",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Abies balsamea",6,"wind",NA,"c3","tree","slow","perennial",NA,"no","woody","high","low","low","high"
"NY","Acalypha gracilens",6,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acalypha rhomboidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acalypha virginica",10,"animal",NA,NA,"forb","fast","annual",NA,"no","herbaceous","medium","low","low","medium"
"NY","Acer negundo ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acer nigrum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acer pensylvanicum",7,"wind",NA,"c3","tree","slow","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Acer rubrum",4,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","high","low","low","high"
"NY","Acer saccharinum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acer saccharum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acer spicatum",8,"wind",NA,"c3","woody","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Achillea millefolium",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aconitum columbianum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Acorus americanus",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Actaea pachypoda",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Actaea racemosa",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Actaea rubra",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Adiantum pedatum",8,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Adlumia fungosa",9,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Adoxa moschatellina",9,"animal",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Agalinis decemloba",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agalinis maritima",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Agalinis purpurea",6,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Agalinis setacea",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Agalinis tenuifolia",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agastache nepetoides",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agastache scrophulariifolia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ageratina altissima",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ageratina aromatica",5,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agrimonia gryposepala",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agrimonia parviflora",3,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","medium","low","low","medium"
"NY","Agrimonia pubescens",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Agrimonia rostellata",8,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","medium","low","low","medium"
"NY","Agrimonia striata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agrostis hyemalis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agrostis mertensii",9,"water","seed","c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Agrostis perennans",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Agrostis scabra",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aletris farinosa",10,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Alisma gramineum",7,"water","seed","c3","forb","moderate","perennial","seed","no","herbaceous","low","high","low","low"
"NY","Alisma subcordatum",4,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Alisma triviale",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Allium canadense ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Allium cernuum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Allium schoenoprasum",9,"water","seed","c3","forb",NA,"perennial","seed and vegetative",NA,"herbaceous","low",NA,NA,"low"
"NY","Allium tricoccum ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Alnus incana ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Alnus serrulata",6,"wind",NA,"c3","woody","fast","perennial",NA,"no","woody","low","medium","low","low"
"NY","Alopecurus aequalis ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amaranthus cannabinus",4,NA,NA,"c4","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Amaranthus hybridus ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amaranthus pumilus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amaranthus retroflexus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amaranthus tuberculatus",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ambrosia artemisiifolia",0,"wind","fruit","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,"high",NA,NA
"NY","Ambrosia trifida",3,"human","fruit","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Amelanchier alnifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amelanchier amabilis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amelanchier arborea",4,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Amelanchier bartramiana",9,NA,NA,"c3","shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Amelanchier canadensis ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amelanchier intermedia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amelanchier laevis",4,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","medium","medium","high"
"NY","Amelanchier nantucketensis",10,NA,NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Amelanchier sanguinea",7,"animal",NA,"c3","woody","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Amelanchier spicata",7,"animal",NA,"c3","shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Amianthium muscitoxicum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amphicarpaea bracteata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Amphicarpum amphicarpon",10,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Anaphalis margaritacea",2,"human","fruit","c3","forb","fast","perennial",NA,"no","herbaceous","medium","low","low","medium"
"NY","Andromeda polifolia ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Andropogon gerardii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Andropogon glomeratus ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Andropogon virginicus ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone acutiloba",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone americana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone canadensis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone cylindrica",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone multifida ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone quinquefolia ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anemone virginiana",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Angelica atropurpurea",4,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Angelica lucida",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Angelica venenosa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Antennaria howellii ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Antennaria neglecta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Antennaria parlinii ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Antennaria plantaginifolia",4,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Anthoxanthum hirtum",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anthoxanthum monticola ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anthoxanthum nitens ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Anticlea elegans ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Apios americana",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aplectrum hyemale",8,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Apocynum androsaemifolium",2,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Apocynum cannabinum",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aquilegia canadensis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Arabidopsis lyrata",8,NA,NA,"c3","forb",NA,"perennial","seed",NA,"herbaceous","low",NA,NA,"low"
"NY","Arabis pycnocarpa ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aralia hispida",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Aralia nudicaulis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aralia racemosa",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Aralia spinosa",4,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Arceuthobium pusillum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Arctostaphylos uva-ursi",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Minuartia glabra",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Minuartia groenlandica",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Arethusa bulbosa",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
