"Region","Species","Cscore","SLA_no_pet","SLA_with_pet","LDMC","LeafN","Veg_height","Plant_lifespan_yrs","Seed_dry_mass","Germ_rate","Drought_tol_Mpa","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"KS","Pediomelum linearifolium",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Psoralidium tenuiflorum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pellaea atropurpurea",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pellaea glabella ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon albidus",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon ambiguus ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon angustifolius ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon buckleyi",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon cobaea ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon digitalis",4,16.1229482666667,13.3490019240122,0.304540421,NA,0.342852830188679,NA,1.26261618671184,NA,NA,"wind",NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","medium","high"
"KS","Penstemon fendleri",8,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Penstemon grandiflorus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon jamesii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penstemon pallidus",4,NA,14.6160181,0.317073171,NA,0.201,NA,0.0736597704137931,NA,NA,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Penstemon tubiflorus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Penthorum sedoides",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Perideridia americana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Peritoma serrulata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria amphibia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria bicornis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria hydropiperoides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria lapathifolia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria pensylvanica",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria punctata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria sagittata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Persicaria virginiana",2,NA,NA,NA,NA,1.2,NA,7.54333333333333,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phacelia gilioides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phacelia hirsuta",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phacelia integrifolia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phalaris arundinacea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phalaris caroliniana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phegopteris hexagonoptera",8,NA,NA,NA,35.1648175825,NA,NA,NA,NA,NA,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phemeranthus calycinus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phemeranthus parviflorus",5,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phemeranthus rugospermus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phlox andicola",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phlox divaricata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phlox oklahomensis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phlox paniculata",5,NA,NA,NA,NA,0.8,3,13.682,NA,NA,NA,"seed","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Phlox pilosa ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phoradendron serotinum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phragmites australis ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phryma leptostachya",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phyla cuneifolia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phyla lanceolata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phyla nodiflora",3,NA,NA,NA,NA,0.23048,2,0.520571428571429,NA,NA,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","medium","medium","medium","medium"
"KS","Phyllanthus caroliniensis ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phyllanthus warnockii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis angulata ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis cinerascens ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis hederifolia ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis heterophylla",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis hispida",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis longifolia ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis missouriensis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis pubescens ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis pumila",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physalis virginiana",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria fendleri",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria gordonii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria gracilis ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria ludoviciana",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria ovalifolia ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physaria spatulata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physocarpus intermedius",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physostegia angustifolia",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Physostegia virginiana ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Phytolacca americana ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Picradeniopsis oppositifolia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Picradeniopsis woodhousei",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pilea pumila",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pilularia americana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Planodes virginica",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Plantago aristata",2,17.731958774586,NA,NA,24.49,NA,NA,1.51428571428571,98,NA,"human",NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Plantago elongata",3,NA,NA,NA,NA,NA,NA,0.164875,NA,NA,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Plantago heterophylla",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Plantago patagonica",1,8.32106666666668,11.1184323,0.250117,15.0999346636842,0.1524,NA,0.474075537988581,NA,NA,NA,NA,"c3","forb","moderate","annual",NA,"no","herbaceous","low","low","low","low"
"KS","Plantago pusilla",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Plantago rhodosperma",2,12.4810126713061,NA,NA,15.425,NA,NA,0.82,100,NA,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Plantago rugelii",0,16.0965069153809,NA,0.254826820833296,16.5832502841949,0.1883,NA,1.00320161535663,NA,NA,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Plantago virginica",1,16.3963963963967,17.78314286,0.164888211,40.89,0.015,NA,0.487393103448276,NA,NA,"wind",NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Platanthera lacera",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Platanthera praeclara",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Platanus occidentalis",4,NA,17.4483028222731,NA,19.313985,37.4144761904762,350,2.64823720165207,NA,NA,"wind","seed","c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"KS","Plectocephalus americanus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pleopeltis polypodioides ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pluchea camphorata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pluchea odorata ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Poa arachnifera",5,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Poa arida",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Poa chapmaniana",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Poa sylvestris",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Podophyllum peltatum",4,NA,32.258064516129,NA,41.325714286,0.4,NA,NA,NA,NA,"animal",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Polanisia dodecandra ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polanisia jamesii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polemonium reptans",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3",NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Polygala alba",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygala incarnata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygala sanguinea",8,NA,NA,NA,NA,1.5,NA,0.416666666666667,NA,NA,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Polygala senega",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygala verticillata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonatum biflorum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonum achoreum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonum aviculare",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonum erectum",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonum ramosissimum ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polygonum tenue",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Polymnia canadensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Polystichum acrostichoides",6,NA,NA,NA,15.062754134,NA,NA,NA,NA,NA,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Polytaenia nuttallii",6,NA,12.68316695,0.21875,NA,0.447,NA,8.38304516129032,89.5,NA,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Pomaria jamesii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pontederia cordata",7,NA,11.064,0.129714,NA,0.80634,NA,90.5797101449275,NA,NA,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"KS","Populus deltoides ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Portulaca oleracea",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Portulaca pilosa",3,NA,NA,NA,NA,NA,NA,0.0404,94,NA,NA,NA,"c4","forb",NA,NA,NA,NA,"herbaceous",NA,"high",NA,NA
"KS","Potamogeton amplifolius",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton diversifolius",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton foliosus ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton gramineus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton illinoensis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton natans",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton nodosus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton pusillus ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potamogeton zosteriformis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potentilla norvegica",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potentilla rivalis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Potentilla simplex",3,31.4,20.98988372,0.27916783280209,NA,0.200888888888889,NA,NA,NA,NA,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Potentilla supina ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Poteridium annuum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prenanthes aspera",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Primula meadia",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Proboscidea louisianica",0,NA,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Prosopis glandulosa ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus americana",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus angustifolia",3,NA,NA,NA,NA,4.7244,NA,441.349939561213,NA,NA,"animal",NA,"c3","woody","moderate","perennial",NA,"yes","woody","low","medium","low","low"
"KS","Prunus gracilis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus hortulana",3,NA,NA,NA,NA,6.096,NA,NA,NA,NA,"animal",NA,NA,"woody",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus mexicana",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus pumila ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus rivularis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus serotina ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Prunus virginiana",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pseudognaphalium obtusifolium",0,38.7953632549242,NA,0.163778017772448,16.49,1,NA,0.0376,NA,NA,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Psilostrophe villosa",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Ptelea trifoliata ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pteridium aquilinum ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Ptilimnium nuttallii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Puccinellia nuttalliana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pycnanthemum albescens",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Pycnanthemum tenuifolium",4,NA,12.97279063705,0.5299142838,NA,0.436,NA,1.19203809506122,NA,NA,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Pycnanthemum verticillatum ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pycnanthemum virginianum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pyrrhopappus carolinianus",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Pyrrhopappus grandiflorus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"KS","Quercus alba",7,13.1630800843229,15.9374637561287,0.299337196375122,21.9016580789846,27.2095135135135,600,2962.8523769529,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","medium","medium","low","medium"
"KS","Quercus bicolor",6,NA,NA,NA,NA,23.312,321.428571428571,3489.09263459474,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"KS","Quercus havardii",3,NA,NA,NA,NA,2.1336,NA,NA,NA,NA,"animal",NA,NA,"woody",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"KS","Quercus imbricaria",3,NA,NA,NA,NA,17.0632888888889,175,1093.63301032894,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","low","low","low"
"KS","Quercus macrocarpa",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KS","Quercus marilandica",4,NA,11.2605688524002,0.3167509632972,13.786,14.318,300,1561.61396480331,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","low","low","low"
"KS","Quercus muehlenbergii",5,NA,19.3037860465116,0.315646615883333,NA,21.2660952378571,300,1180.81435420459,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","low","low","low"
